DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_NUMBER_LAST_ACTIONS
2,300,2,-0.5,50000.0,1,172800,99999999999999,20,100,50,2,300,10,0.5,5,-1000,0.15,0.25,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Uhrzeit Welt
6,Zu nah an der Wand,kein_Truncared,0.01,4,-984.0,1.5,21,20250408-232815
6,Zu nah an der Wand,kein_Truncared,0.02,3,-925.0,6.5,21,20250408-232846
6,Zu nah an der Wand,kein_Truncared,0.01,7,-964.0,3.5,21,20250408-232915
6,Zu nah an der Wand,kein_Truncared,0.11,13,-385.5,77.0,21,20250408-232952
6,Zu nah an der Wand,kein_Truncared,0.02,5,-903.0,10.5,21,20250408-233022
6,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250408-233057
6,Zu nah an der Wand,kein_Truncared,0.02,4,-944.0,3.5,21,20250408-233131
6,Zu nah an der Wand,kein_Truncared,0.02,3,-925.5,5.0,21,20250408-233203
6,Zu nah an der Wand,kein_Truncared,0.05,3,-752.0,25.5,21,20250408-233236
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-233310
6,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250408-233343
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-233412
6,Zu nah an der Wand,kein_Truncared,0.04,3,-800.0,25.5,21,20250408-233446
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-233517
6,Zu nah an der Wand,kein_Truncared,0.05,10,-732.0,35.5,21,20250408-233551
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-233625
6,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250408-233656
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-233728
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-233803
6,Zu nah an der Wand,kein_Truncared,0.08,17,-537.5,47.0,21,20250408-233837
6,Zu nah an der Wand,kein_Truncared,0.1,10,-436.5,78.0,21,20250408-233912
6,Zu nah an der Wand,kein_Truncared,0.17,24,-134.0,187.5,21,20250408-233954
6,Zu nah an der Wand,kein_Truncared,0.08,4,-592.0,51.5,21,20250408-234025
6,Zu nah an der Wand,kein_Truncared,0.09,24,-489.5,69.0,21,20250408-234056
6,Zu nah an der Wand,kein_Truncared,0.12,8,-354.0,91.5,21,20250408-234134
6,Zu nah an der Wand,kein_Truncared,0.13,31,-284.0,123.5,21,20250408-234210
6,Zu nah an der Wand,kein_Truncared,0.08,2,-569.0,48.5,21,20250408-234243
6,Zu nah an der Wand,kein_Truncared,0.11,11,-410.5,102.0,21,20250408-234318
6,Zu nah an der Wand,kein_Truncared,0.05,2,-775.0,30.5,21,20250408-234353
6,Zu nah an der Wand,kein_Truncared,0.07,1,-611.0,46.5,21,20250408-234426
6,Zu nah an der Wand,kein_Truncared,0.18,4,-19.5,187.0,21,20250408-234509
6,Zu nah an der Wand,kein_Truncared,0.11,8,-531.5,227.0,21,20250408-234551
6,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250408-234623
6,Zu nah an der Wand,kein_Truncared,0.15,19,-215.0,154.5,21,20250408-234703
6,Zu nah an der Wand,kein_Truncared,0.02,2,-951.0,2.5,21,20250408-234736
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-234807
6,Zu nah an der Wand,kein_Truncared,0.08,6,-559.0,60.5,21,20250408-234843
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-234915
6,Zu nah an der Wand,kein_Truncared,0.11,18,-430.5,84.0,21,20250408-234949
6,Zu nah an der Wand,kein_Truncared,0.04,9,-793.5,13.0,21,20250408-235019
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-235054
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-235126
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-235158
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-235228
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-235257
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-235332
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-235406
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-235439
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-235513
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-235544
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-235615
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-235649
6,Zu nah an der Wand,kein_Truncared,0.01,9,-963.0,4.5,21,20250408-235722
6,Zu nah an der Wand,kein_Truncared,0.16,6,-135.5,167.0,21,20250408-235758
6,Zu nah an der Wand,kein_Truncared,0.04,10,-820.0,23.5,21,20250408-235833
6,Zu nah an der Wand,kein_Truncared,0.01,2,-991.0,0.5,21,20250408-235906
6,Zu nah an der Wand,kein_Truncared,0.01,3,-973.5,1.0,21,20250408-235941
6,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250409-000015
6,Zu nah an der Wand,kein_Truncared,0.02,12,-931.5,9.0,21,20250409-000047
6,Zu nah an der Wand,kein_Truncared,0.08,7,-553.5,41.0,21,20250409-000123
6,Zu nah an der Wand,kein_Truncared,0.01,5,-964.5,2.0,21,20250409-000157
6,Zu nah an der Wand,kein_Truncared,0.01,2,-991.0,0.5,21,20250409-000230
6,Zu nah an der Wand,kein_Truncared,0.02,4,-944.5,6.0,21,20250409-000301
6,Zu nah an der Wand,kein_Truncared,0.15,8,-162.0,129.5,21,20250409-000340
6,Zu nah an der Wand,kein_Truncared,0.11,3,-370.5,60.0,21,20250409-000418
6,Zu nah an der Wand,kein_Truncared,0.02,2,-911.5,5.0,21,20250409-000450
6,Zu nah an der Wand,kein_Truncared,0.13,8,-279.0,126.5,21,20250409-000528
6,Zu nah an der Wand,kein_Truncared,0.02,1,-919.5,5.0,21,20250409-000603
6,Zu nah an der Wand,kein_Truncared,0.02,1,-936.0,3.5,21,20250409-000638
6,Zu nah an der Wand,kein_Truncared,0.03,1,-875.0,16.5,21,20250409-000713
6,Zu nah an der Wand,kein_Truncared,0.16,4,-167.0,188.5,21,20250409-000752
6,Zu nah an der Wand,kein_Truncared,0.01,1,-954.0,1.5,21,20250409-000825
6,Zu nah an der Wand,kein_Truncared,0.09,3,-513.0,88.5,21,20250409-000902
6,Zu nah an der Wand,kein_Truncared,0.07,3,-593.5,39.0,21,20250409-000937
6,Zu nah an der Wand,kein_Truncared,0.2,6,54.5,251.0,21,20250409-001023
6,Zu nah an der Wand,kein_Truncared,0.08,4,-539.0,38.5,21,20250409-001055
6,Zu nah an der Wand,kein_Truncared,0.06,5,-679.5,43.0,21,20250409-001130
6,Zu nah an der Wand,kein_Truncared,0.1,9,-511.5,103.0,21,20250409-001202
6,Zu nah an der Wand,kein_Truncared,0.18,8,-78.0,221.5,21,20250409-001242
6,Zu nah an der Wand,kein_Truncared,0.11,3,-408.5,76.0,21,20250409-001317
6,Zu nah an der Wand,kein_Truncared,0.09,25,-545.0,92.5,21,20250409-001351
6,Zu nah an der Wand,kein_Truncared,0.09,11,-523.5,81.0,21,20250409-001427
6,Zu nah an der Wand,kein_Truncared,0.07,2,-611.5,51.0,21,20250409-001505
7,kein_Terminated,Zeit abgelaufen,0.24,2,1249.0,300.5,21,20250409-001550
7,Zu nah an der Wand,kein_Truncared,0.18,15,29.5,118.0,21,20250409-001629
7,Zu nah an der Wand,kein_Truncared,0.05,17,-776.0,91.5,21,20250409-001703
7,Zu nah an der Wand,kein_Truncared,0.01,2,-991.0,0.5,21,20250409-001733
7,Zu nah an der Wand,kein_Truncared,0.01,3,-965.0,2.5,21,20250409-001804
7,Zu nah an der Wand,kein_Truncared,0.01,3,-965.5,1.0,21,20250409-001833
7,Zu nah an der Wand,kein_Truncared,0.02,2,-917.0,4.5,21,20250409-001906
7,Zu nah an der Wand,kein_Truncared,0.06,3,-669.5,33.0,21,20250409-001937
7,Zu nah an der Wand,kein_Truncared,0.14,5,-306.5,180.0,21,20250409-002018
7,Zu nah an der Wand,kein_Truncared,0.01,2,-985.0,0.5,21,20250409-002051
8,kein_Terminated,Zeit abgelaufen,0.22,13,1143.0,300.5,21,20250409-002135
9,kein_Terminated,Zeit abgelaufen,0.22,8,1133.0,300.5,21,20250409-002220
10,kein_Terminated,Zeit abgelaufen,0.21,19,1061.0,300.5,21,20250409-002307
10,Zu nah an der Wand,kein_Truncared,0.08,5,-572.5,58.0,21,20250409-002343
10,Zu nah an der Wand,kein_Truncared,0.09,24,-566.5,102.0,21,20250409-002420
10,Zu nah an der Wand,kein_Truncared,0.07,6,-644.0,59.5,21,20250409-002457
10,Zu nah an der Wand,kein_Truncared,0.09,8,-505.5,81.0,21,20250409-002533
10,Zu nah an der Wand,kein_Truncared,0.07,12,-609.5,45.0,21,20250409-002605
10,Zu nah an der Wand,kein_Truncared,0.08,4,-534.5,32.0,21,20250409-002639
10,Zu nah an der Wand,kein_Truncared,0.07,7,-608.5,46.0,21,20250409-002711
10,Zu nah an der Wand,kein_Truncared,0.19,20,-9.5,219.0,21,20250409-002751
10,Zu nah an der Wand,kein_Truncared,0.04,8,-775.5,21.0,21,20250409-002826
10,Zu nah an der Wand,kein_Truncared,0.13,4,-289.0,110.5,21,20250409-002903
10,Zu nah an der Wand,kein_Truncared,0.12,1,-359.5,125.0,21,20250409-002943
10,Zu nah an der Wand,kein_Truncared,0.07,17,-614.0,37.5,21,20250409-003016
10,Zu nah an der Wand,kein_Truncared,0.04,24,-824.0,35.5,21,20250409-003053
10,Zu nah an der Wand,kein_Truncared,0.06,21,-680.5,30.0,21,20250409-003130
10,Zu nah an der Wand,kein_Truncared,0.04,10,-808.5,32.0,21,20250409-003203
10,Zu nah an der Wand,kein_Truncared,0.04,14,-823.5,23.0,21,20250409-003235
10,Zu nah an der Wand,kein_Truncared,0.03,3,-894.0,11.5,21,20250409-003308
10,Zu nah an der Wand,kein_Truncared,0.03,4,-895.0,12.5,21,20250409-003336
10,Zu nah an der Wand,kein_Truncared,0.03,8,-838.0,19.5,21,20250409-003408
10,Zu nah an der Wand,kein_Truncared,0.05,11,-765.5,27.0,21,20250409-003443
10,Zu nah an der Wand,kein_Truncared,0.03,2,-872.5,6.0,21,20250409-003511
10,Zu nah an der Wand,kein_Truncared,0.04,2,-807.5,39.0,21,20250409-003542
10,Zu nah an der Wand,kein_Truncared,0.17,9,-101.0,214.5,21,20250409-003626
10,Zu nah an der Wand,kein_Truncared,0.09,12,-565.0,86.5,21,20250409-003659
10,Zu nah an der Wand,kein_Truncared,0.01,2,-991.0,0.5,21,20250409-003730
11,kein_Terminated,Zeit abgelaufen,0.19,29,891.0,300.5,21,20250409-003815
12,kein_Terminated,Zeit abgelaufen,0.18,12,821.0,300.5,21,20250409-003859
12,Zu nah an der Wand,kein_Truncared,0.03,7,-890.5,10.0,21,20250409-003928
12,Zu nah an der Wand,kein_Truncared,0.04,12,-812.0,23.5,21,20250409-003958
12,Zu nah an der Wand,kein_Truncared,0.02,3,-917.0,6.5,21,20250409-004025
12,Zu nah an der Wand,kein_Truncared,0.07,3,-664.0,79.5,21,20250409-004103
12,Zu nah an der Wand,kein_Truncared,0.01,2,-985.0,0.5,21,20250409-004135
12,Zu nah an der Wand,kein_Truncared,0.03,11,-841.5,11.0,21,20250409-004205
12,Zu nah an der Wand,kein_Truncared,0.23,8,184.0,291.5,21,20250409-004245
13,kein_Terminated,Zeit abgelaufen,0.13,0,535.0,300.5,21,20250409-004325
13,Zu nah an der Wand,kein_Truncared,0.02,1,-941.0,2.5,21,20250409-004356
13,Zu nah an der Wand,kein_Truncared,0.01,1,-981.0,0.5,21,20250409-004429
14,kein_Terminated,Zeit abgelaufen,0.15,0,633.0,300.5,21,20250409-004516
14,Zu nah an der Wand,kein_Truncared,0.04,1,-830.5,16.0,21,20250409-004551
14,Zu nah an der Wand,kein_Truncared,0.01,1,-964.0,1.5,21,20250409-004622
14,Zu nah an der Wand,kein_Truncared,0.04,2,-829.0,28.5,21,20250409-004655
14,Zu nah an der Wand,kein_Truncared,0.01,1,-981.0,0.5,21,20250409-004727
14,Zu nah an der Wand,kein_Truncared,0.19,2,-34.5,220.0,21,20250409-004807
14,Zu nah an der Wand,kein_Truncared,0.02,1,-907.5,7.0,21,20250409-004843
14,Zu nah an der Wand,kein_Truncared,0.08,3,-587.5,43.0,21,20250409-004917
14,Zu nah an der Wand,kein_Truncared,0.11,14,-414.0,91.5,21,20250409-004954
14,Zu nah an der Wand,kein_Truncared,0.09,4,-535.0,68.5,21,20250409-005028
14,Zu nah an der Wand,kein_Truncared,0.11,4,-433.5,147.0,21,20250409-005108
14,Zu nah an der Wand,kein_Truncared,0.07,3,-638.0,33.5,21,20250409-005138
14,Zu nah an der Wand,kein_Truncared,0.1,5,-435.0,78.5,21,20250409-005215
14,Zu nah an der Wand,kein_Truncared,0.1,4,-447.5,67.0,21,20250409-005250
14,Zu nah an der Wand,kein_Truncared,0.04,1,-831.5,23.0,21,20250409-005323
14,Zu nah an der Wand,kein_Truncared,0.08,5,-572.0,65.5,21,20250409-005356
14,Zu nah an der Wand,kein_Truncared,0.12,6,-359.0,120.5,21,20250409-005433
14,Zu nah an der Wand,kein_Truncared,0.03,1,-900.5,22.0,21,20250409-005507
14,Zu nah an der Wand,kein_Truncared,0.09,2,-516.5,36.0,21,20250409-005543
14,Zu nah an der Wand,kein_Truncared,0.09,10,-509.0,92.5,21,20250409-005617
14,Zu nah an der Wand,kein_Truncared,0.06,9,-695.5,29.0,21,20250409-005652
14,Zu nah an der Wand,kein_Truncared,0.02,1,-922.5,6.0,21,20250409-005716
14,Zu nah an der Wand,kein_Truncared,0.07,4,-626.5,58.0,21,20250409-005751
14,Zu nah an der Wand,kein_Truncared,0.08,5,-585.0,60.5,21,20250409-005826
14,Zu nah an der Wand,kein_Truncared,0.02,1,-948.5,6.0,21,20250409-005856
15,kein_Terminated,Zeit abgelaufen,0.19,2,911.0,300.5,21,20250409-005940
15,Zu nah an der Wand,kein_Truncared,0.02,1,-951.0,4.5,21,20250409-005943
16,kein_Terminated,Zeit abgelaufen,0.18,1,871.0,300.5,21,20250409-005959
16,Zu nah an der Wand,kein_Truncared,0.14,24,-241.0,140.5,21,20250409-010009
16,Zu nah an der Wand,kein_Truncared,0.05,3,-774.0,31.5,21,20250409-010014
16,Zu nah an der Wand,kein_Truncared,0.12,1,-401.5,147.0,21,20250409-010023
16,Zu nah an der Wand,kein_Truncared,0.05,11,-744.0,57.5,21,20250409-010029
16,Zu nah an der Wand,kein_Truncared,0.03,3,-869.0,8.5,21,20250409-010033
16,Zu nah an der Wand,kein_Truncared,0.06,7,-713.0,90.5,21,20250409-010041
16,Zu nah an der Wand,kein_Truncared,0.02,8,-898.0,9.5,21,20250409-010045
16,Zu nah an der Wand,kein_Truncared,0.03,7,-889.5,9.0,21,20250409-010049
16,Zu nah an der Wand,kein_Truncared,0.08,18,-609.5,97.0,21,20250409-010056
16,Zu nah an der Wand,kein_Truncared,0.08,29,-602.5,74.0,21,20250409-010102
16,Zu nah an der Wand,kein_Truncared,0.06,2,-667.0,40.5,21,20250409-010107
16,Zu nah an der Wand,kein_Truncared,0.16,6,-197.0,186.5,21,20250409-010119
16,Zu nah an der Wand,kein_Truncared,0.04,3,-822.0,19.5,21,20250409-010123
16,Zu nah an der Wand,kein_Truncared,0.03,4,-840.5,10.0,21,20250409-010126
16,Zu nah an der Wand,kein_Truncared,0.02,5,-911.5,9.0,21,20250409-010130
16,Zu nah an der Wand,kein_Truncared,0.07,2,-664.5,48.0,21,20250409-010135
16,Zu nah an der Wand,kein_Truncared,0.02,8,-899.5,9.0,21,20250409-010139
16,Zu nah an der Wand,kein_Truncared,0.02,4,-907.5,5.0,21,20250409-010142
16,Zu nah an der Wand,kein_Truncared,0.09,9,-704.5,258.0,21,20250409-010157
16,Zu nah an der Wand,kein_Truncared,0.04,4,-800.5,10.0,21,20250409-010201
16,Zu nah an der Wand,kein_Truncared,0.15,3,-302.5,282.0,21,20250409-010219
16,Zu nah an der Wand,kein_Truncared,0.09,2,-498.5,62.0,21,20250409-010224
17,kein_Terminated,Zeit abgelaufen,0.15,27,661.0,300.5,21,20250409-010241
17,Zu nah an der Wand,kein_Truncared,0.1,10,-502.5,112.0,21,20250409-010249
17,Zu nah an der Wand,kein_Truncared,0.04,3,-821.5,15.0,21,20250409-010252
17,Zu nah an der Wand,kein_Truncared,0.08,13,-590.5,58.0,21,20250409-010258
17,Zu nah an der Wand,kein_Truncared,0.23,29,202.0,295.5,21,20250409-010314
17,Zu nah an der Wand,kein_Truncared,0.05,19,-738.0,23.5,21,20250409-010318
17,Zu nah an der Wand,kein_Truncared,0.1,13,-472.5,100.0,21,20250409-010327
17,Zu nah an der Wand,kein_Truncared,0.06,5,-700.5,44.0,21,20250409-010332
17,Zu nah an der Wand,kein_Truncared,0.06,8,-680.0,23.5,21,20250409-010336
17,Zu nah an der Wand,kein_Truncared,0.07,14,-658.0,55.5,21,20250409-010342
17,Zu nah an der Wand,kein_Truncared,0.16,13,-86.5,116.0,21,20250409-010351
17,Zu nah an der Wand,kein_Truncared,0.06,5,-692.0,25.5,21,20250409-010355
17,Zu nah an der Wand,kein_Truncared,0.02,10,-940.5,8.0,21,20250409-010358
17,Zu nah an der Wand,kein_Truncared,0.01,4,-962.0,3.5,21,20250409-010402
17,Zu nah an der Wand,kein_Truncared,0.06,8,-722.5,40.0,21,20250409-010407
17,Zu nah an der Wand,kein_Truncared,0.01,8,-974.0,3.5,21,20250409-010410
17,Zu nah an der Wand,kein_Truncared,0.01,6,-975.0,2.5,21,20250409-010413
17,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250409-010416
17,Zu nah an der Wand,kein_Truncared,0.2,14,8.0,251.5,21,20250409-010431
17,Zu nah an der Wand,kein_Truncared,0.1,9,-442.0,65.5,21,20250409-010437
17,Zu nah an der Wand,kein_Truncared,0.07,6,-666.0,49.5,21,20250409-010442
17,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250409-010445
17,Zu nah an der Wand,kein_Truncared,0.01,3,-964.5,2.0,21,20250409-010448
17,Zu nah an der Wand,kein_Truncared,0.14,30,-357.5,257.0,21,20250409-010502
17,Zu nah an der Wand,kein_Truncared,0.1,5,-546.5,132.0,21,20250409-010541
17,Zu nah an der Wand,kein_Truncared,0.13,16,-417.0,240.5,21,20250409-010624
17,Zu nah an der Wand,kein_Truncared,0.15,3,-230.0,189.5,21,20250409-010706
17,Zu nah an der Wand,kein_Truncared,0.03,7,-869.5,19.0,21,20250409-010734
17,Zu nah an der Wand,kein_Truncared,0.03,6,-868.5,32.0,21,20250409-010807
17,Zu nah an der Wand,kein_Truncared,0.13,20,-340.5,186.0,21,20250409-010845
17,Zu nah an der Wand,kein_Truncared,0.11,2,-404.0,87.5,21,20250409-010922
17,Zu nah an der Wand,kein_Truncared,0.03,6,-907.5,27.0,21,20250409-010956
17,Zu nah an der Wand,kein_Truncared,0.05,7,-812.0,115.5,21,20250409-011034
18,kein_Terminated,Zeit abgelaufen,0.15,9,619.0,300.5,21,20250409-011121
18,Zu nah an der Wand,kein_Truncared,0.06,2,-702.0,39.5,21,20250409-011154
0,Zu nah an der Wand,kein_Truncared,0.12,0,-319.5,65.0,21,20250409-011238
19,kein_Terminated,Zeit abgelaufen,0.2,2,981.0,300.5,21,20250409-011248
19,Zu nah an der Wand,kein_Truncared,0.11,3,-464.5,156.0,21,20250409-011328
19,Zu nah an der Wand,kein_Truncared,0.13,8,-363.5,161.0,21,20250409-011401
19,Zu nah an der Wand,kein_Truncared,0.11,9,-469.5,165.0,21,20250409-011441
20,kein_Terminated,Zeit abgelaufen,0.13,3,517.0,300.5,21,20250409-011519
20,Zu nah an der Wand,kein_Truncared,0.1,4,-493.5,125.0,21,20250409-011600
20,Zu nah an der Wand,kein_Truncared,0.14,52,-291.0,160.5,21,20250409-011638
20,Zu nah an der Wand,kein_Truncared,0.12,9,-346.5,110.0,21,20250409-011714
20,Zu nah an der Wand,kein_Truncared,0.07,3,-626.0,47.5,21,20250409-011749
20,Zu nah an der Wand,kein_Truncared,0.11,2,-447.0,162.5,21,20250409-011829
20,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250409-011902
20,Zu nah an der Wand,kein_Truncared,0.02,2,-940.0,5.5,21,20250409-011932
20,Zu nah an der Wand,kein_Truncared,0.01,2,-962.0,1.5,21,20250409-012005
20,Zu nah an der Wand,kein_Truncared,0.24,3,327.0,222.5,21,20250409-012047
20,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250409-012121
20,Zu nah an der Wand,kein_Truncared,0.01,4,-983.0,2.5,21,20250409-012155
20,Zu nah an der Wand,kein_Truncared,0.12,23,-368.5,148.0,21,20250409-012233
20,Zu nah an der Wand,kein_Truncared,0.19,14,-42.5,260.0,21,20250409-012317
21,kein_Terminated,Zeit abgelaufen,0.2,8,951.0,300.5,21,20250409-012402
21,Zu nah an der Wand,kein_Truncared,0.06,18,-664.0,31.5,21,20250409-012435
21,Zu nah an der Wand,kein_Truncared,0.19,13,64.5,157.0,21,20250409-012513
21,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250409-012547
21,Zu nah an der Wand,kein_Truncared,0.15,6,-148.5,74.0,21,20250409-012623
22,kein_Terminated,Zeit abgelaufen,0.18,4,879.0,300.5,21,20250409-012708
22,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250409-012740
22,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250409-012810
22,Zu nah an der Wand,kein_Truncared,0.06,6,-692.0,15.5,21,20250409-012842
22,Zu nah an der Wand,kein_Truncared,0.14,8,-216.0,95.5,21,20250409-012920
22,Zu nah an der Wand,kein_Truncared,0.06,5,-684.0,15.5,21,20250409-012952
22,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250409-013021
22,Zu nah an der Wand,kein_Truncared,0.15,8,-194.0,111.5,21,20250409-013059
22,Zu nah an der Wand,kein_Truncared,0.15,2,-186.0,107.5,21,20250409-013135
22,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250409-013206
22,Zu nah an der Wand,kein_Truncared,0.21,6,177.5,144.0,21,20250409-013245
22,Zu nah an der Wand,kein_Truncared,0.19,5,123.0,110.5,21,20250409-013322
22,Zu nah an der Wand,kein_Truncared,0.02,2,-947.0,2.5,21,20250409-013351
22,Zu nah an der Wand,kein_Truncared,0.15,4,-110.5,82.0,21,20250409-013423
23,kein_Terminated,Zeit abgelaufen,0.19,1,919.0,300.5,21,20250409-013509
23,Zu nah an der Wand,kein_Truncared,0.17,15,-26.0,121.5,21,20250409-013544
23,Zu nah an der Wand,kein_Truncared,0.17,17,-37.0,126.5,21,20250409-013616
23,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250409-013643
24,kein_Terminated,Zeit abgelaufen,0.19,1,901.0,300.5,21,20250409-013728
25,kein_Terminated,Zeit abgelaufen,0.19,0,919.0,300.5,21,20250409-013816
26,kein_Terminated,Zeit abgelaufen,0.14,6,609.0,300.5,21,20250409-013857
27,kein_Terminated,Zeit abgelaufen,0.11,7,357.0,300.5,21,20250409-013941
27,Zu nah an der Wand,kein_Truncared,0.14,3,-347.5,233.0,21,20250409-014020
27,Zu nah an der Wand,kein_Truncared,0.07,8,-606.5,48.0,21,20250409-014052
28,kein_Terminated,Zeit abgelaufen,0.13,11,543.0,300.5,21,20250409-014136
29,kein_Terminated,Zeit abgelaufen,0.15,3,673.0,300.5,21,20250409-014223
29,Zu nah an der Wand,kein_Truncared,0.08,8,-577.0,44.5,21,20250409-014258
30,kein_Terminated,Zeit abgelaufen,0.12,0,467.0,300.5,21,20250409-014344
31,kein_Terminated,Zeit abgelaufen,0.13,4,503.0,300.5,21,20250409-014428
32,kein_Terminated,Zeit abgelaufen,0.13,0,529.0,300.5,21,20250409-014445
32,Zu nah an der Wand,kein_Truncared,0.07,2,-636.0,85.5,21,20250409-014453
32,Zu nah an der Wand,kein_Truncared,0.04,6,-828.0,11.5,21,20250409-014456
32,Zu nah an der Wand,kein_Truncared,0.07,5,-639.5,51.0,21,20250409-014502
33,kein_Terminated,Zeit abgelaufen,0.18,7,831.0,300.5,21,20250409-014520
33,Zu nah an der Wand,kein_Truncared,0.04,19,-780.0,25.5,21,20250409-014525
33,Zu nah an der Wand,kein_Truncared,0.05,5,-756.0,27.5,21,20250409-014529
33,Zu nah an der Wand,kein_Truncared,0.05,3,-758.5,18.0,21,20250409-014534
34,kein_Terminated,Zeit abgelaufen,0.18,3,839.0,300.5,21,20250409-014550
34,Zu nah an der Wand,kein_Truncared,0.03,4,-843.5,19.0,21,20250409-014554
34,Zu nah an der Wand,kein_Truncared,0.04,16,-799.5,23.0,21,20250409-014558
34,Zu nah an der Wand,kein_Truncared,0.11,18,-467.0,118.5,21,20250409-014607
35,kein_Terminated,Zeit abgelaufen,0.23,18,1205.0,300.5,21,20250409-014624
35,Zu nah an der Wand,kein_Truncared,0.02,4,-908.5,6.0,21,20250409-014630
35,Zu nah an der Wand,kein_Truncared,0.01,2,-975.0,0.5,21,20250409-014636
35,Zu nah an der Wand,kein_Truncared,0.05,21,-760.5,46.0,21,20250409-014641
