DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,300,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,300,2,0.5,5,-100,0.15,1,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
107,kein_Terminated,Zeit abgelaufen,0.18,461,-26817.0,300.5,22,8,20250411-004550
108,kein_Terminated,Zeit abgelaufen,0.26,55,1582.0,300.5,22,8,20250411-004612
109,kein_Terminated,Zeit abgelaufen,0.25,166,-4764.0,300.5,22,8,20250411-004636
110,kein_Terminated,Zeit abgelaufen,0.17,324,-14943.0,300.5,22,8,20250411-004658
111,kein_Terminated,Zeit abgelaufen,0.21,228,-12249.0,300.5,22,8,20250411-004721
112,kein_Terminated,Zeit abgelaufen,0.18,366,-16802.0,300.5,22,8,20250411-004743
113,kein_Terminated,Zeit abgelaufen,0.2,61,-59.0,300.5,22,8,20250411-004807
114,kein_Terminated,Zeit abgelaufen,0.19,78,1453.0,300.5,22,7,20250411-004829
115,kein_Terminated,Zeit abgelaufen,0.22,33,1462.0,300.5,22,7,20250411-004852
116,kein_Terminated,Zeit abgelaufen,0.23,38,1081.0,300.5,22,7,20250411-004915
117,kein_Terminated,Zeit abgelaufen,0.2,192,-7687.0,300.5,22,7,20250411-004938
118,kein_Terminated,Zeit abgelaufen,0.19,256,-15091.0,300.5,22,7,20250411-005000
119,kein_Terminated,Zeit abgelaufen,0.13,273,-20209.0,300.5,24,7,20250411-005023
120,kein_Terminated,Zeit abgelaufen,0.1,303,-25744.0,300.5,24,7,20250411-005048
121,kein_Terminated,Zeit abgelaufen,0.17,324,-23996.0,300.5,24,8,20250411-005111
122,kein_Terminated,Zeit abgelaufen,0.16,372,-28891.0,300.5,24,8,20250411-005134
123,kein_Terminated,Zeit abgelaufen,0.18,220,-14850.0,300.5,24,8,20250411-005159
124,kein_Terminated,Zeit abgelaufen,0.17,169,-6996.0,300.5,24,8,20250411-005223
125,kein_Terminated,Zeit abgelaufen,0.16,478,-23449.0,300.5,24,8,20250411-005246
126,kein_Terminated,Zeit abgelaufen,0.17,401,-16214.0,300.5,25,8,20250411-005314
127,kein_Terminated,Zeit abgelaufen,0.2,142,-3484.0,300.5,25,8,20250411-005341
128,kein_Terminated,Zeit abgelaufen,0.05,530,-35284.0,300.5,25,4,20250411-005408
129,kein_Terminated,Zeit abgelaufen,0.07,502,-31825.0,300.5,25,4,20250411-005435
130,kein_Terminated,Zeit abgelaufen,0.05,407,-21763.0,300.5,25,4,20250411-005504
131,kein_Terminated,Zeit abgelaufen,0.07,494,-29505.0,300.5,25,4,20250411-005530
132,kein_Terminated,Zeit abgelaufen,0.19,351,-19743.0,300.5,25,4,20250411-005557
133,kein_Terminated,Zeit abgelaufen,0.06,506,-25574.0,300.5,25,4,20250411-005625
134,kein_Terminated,Zeit abgelaufen,0.07,459,-30144.0,300.5,25,4,20250411-005652
135,kein_Terminated,Zeit abgelaufen,0.1,156,-5782.0,300.5,25,8,20250411-005719
136,kein_Terminated,Zeit abgelaufen,0.15,416,-16470.0,300.5,25,8,20250411-005746
137,kein_Terminated,Zeit abgelaufen,0.17,242,-10728.0,300.5,25,8,20250411-005814
138,kein_Terminated,Zeit abgelaufen,0.11,293,-17863.0,300.5,25,8,20250411-005841
139,kein_Terminated,Zeit abgelaufen,0.12,183,-8338.0,300.5,25,8,20250411-005908
140,kein_Terminated,Zeit abgelaufen,0.16,217,-14985.0,300.5,24,8,20250411-005933
141,kein_Terminated,Zeit abgelaufen,0.21,209,-5009.0,300.5,24,8,20250411-005956
