DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad
2,300,4,-0.5,50000,1,1080000,99999,20,100,50,2,300,2,0.5,5,-100,0.1,0.75,8,4,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M5_R6_O7_A2_TR1_T1_20250410-093525/save-04.10.2025_09.35.25/best_model.zip,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,True,SET_20250410-011939

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
159,kein_Terminated,Zeit abgelaufen,0.38,288,2077.5,300.5,24,3,20250411-121353
160,kein_Terminated,Zeit abgelaufen,0.56,226,3563.5,300.5,24,6,20250411-121405
161,kein_Terminated,Zeit abgelaufen,0.21,430,-959.75,300.5,25,9,20250411-121419
162,kein_Terminated,Zeit abgelaufen,0.3,367,522.5,300.5,25,9,20250411-121433
163,kein_Terminated,Zeit abgelaufen,0.26,422,-1230.5,300.5,25,6,20250411-121448
164,kein_Terminated,Zeit abgelaufen,0.16,349,-2003.5,300.5,25,6,20250411-121502
165,kein_Terminated,Zeit abgelaufen,0.01,602,81.75,300.5,25,3,20250411-121517
166,kein_Terminated,Zeit abgelaufen,0.0,602,-60541.0,300.5,25,3,20250411-121532
2,kein_Terminated,Zeit abgelaufen,0.16,8,2094.5,300.5,22,6,20250411-121548
167,kein_Terminated,Zeit abgelaufen,0.34,371,1454.25,300.5,25,7,20250411-121558
168,kein_Terminated,Zeit abgelaufen,0.42,247,2593.5,300.5,24,9,20250411-121610
169,kein_Terminated,Zeit abgelaufen,0.19,442,-930.25,300.5,24,9,20250411-121622
170,kein_Terminated,Zeit abgelaufen,0.57,235,4489.5,300.5,24,3,20250411-121635
171,kein_Terminated,Zeit abgelaufen,0.67,199,1655.5,300.5,24,3,20250411-121647
172,kein_Terminated,Zeit abgelaufen,0.54,282,2783.75,300.5,24,4,20250411-121659
173,kein_Terminated,Zeit abgelaufen,0.36,254,1129.0,300.5,24,4,20250411-121711
174,kein_Terminated,Zeit abgelaufen,0.36,316,637.25,300.5,24,3,20250411-121724
175,kein_Terminated,Zeit abgelaufen,0.42,243,2231.25,300.5,24,2,20250411-121736
176,kein_Terminated,Zeit abgelaufen,0.56,311,670.5,300.5,24,2,20250411-121748
177,kein_Terminated,Zeit abgelaufen,0.49,292,5227.0,300.5,24,8,20250411-121800
178,kein_Terminated,Zeit abgelaufen,0.68,241,6151.75,300.5,24,8,20250411-121813
179,kein_Terminated,Zeit abgelaufen,0.57,256,4937.25,300.5,24,4,20250411-121825
180,kein_Terminated,Zeit abgelaufen,0.62,195,4808.0,300.5,24,4,20250411-121837
181,kein_Terminated,Zeit abgelaufen,0.52,267,2427.0,300.5,24,2,20250411-121850
182,kein_Terminated,Zeit abgelaufen,0.31,229,2814.25,300.5,23,7,20250411-121902
183,kein_Terminated,Zeit abgelaufen,0.47,205,1940.5,300.5,23,7,20250411-121914
184,kein_Terminated,Zeit abgelaufen,0.37,348,837.25,300.5,23,8,20250411-121926
185,kein_Terminated,Zeit abgelaufen,0.51,147,5870.0,300.5,23,8,20250411-121938
186,kein_Terminated,Zeit abgelaufen,0.46,288,1973.25,300.5,23,1,20250411-121950
187,kein_Terminated,Zeit abgelaufen,0.49,275,5484.5,300.5,23,1,20250411-122002
188,kein_Terminated,Zeit abgelaufen,0.36,299,-3473.5,300.5,23,7,20250411-122015
189,kein_Terminated,Zeit abgelaufen,0.35,385,-1070.0,300.5,25,7,20250411-122029
190,kein_Terminated,Zeit abgelaufen,0.23,337,-3323.25,300.5,25,7,20250411-122043
191,kein_Terminated,Zeit abgelaufen,0.41,444,666.25,300.5,25,8,20250411-122057
192,kein_Terminated,Zeit abgelaufen,0.19,264,912.0,300.5,25,8,20250411-122111
193,kein_Terminated,Zeit abgelaufen,0.5,335,4260.25,300.5,25,5,20250411-122126
194,kein_Terminated,Zeit abgelaufen,0.4,227,-707.5,300.5,25,5,20250411-122140
195,kein_Terminated,Zeit abgelaufen,0.19,426,-1913.75,300.5,25,9,20250411-122154
196,kein_Terminated,Zeit abgelaufen,0.56,194,5566.5,300.5,23,7,20250411-122206
197,kein_Terminated,Zeit abgelaufen,0.59,296,4661.5,300.5,23,7,20250411-122218
198,kein_Terminated,Zeit abgelaufen,0.45,241,4618.25,300.5,23,7,20250411-122230
199,kein_Terminated,Zeit abgelaufen,0.56,186,6231.75,300.5,23,7,20250411-122243
200,kein_Terminated,Zeit abgelaufen,0.59,254,5697.0,300.5,23,7,20250411-122255
201,kein_Terminated,Zeit abgelaufen,0.35,376,3419.0,300.5,23,7,20250411-122307
202,kein_Terminated,Zeit abgelaufen,0.66,204,5307.25,300.5,23,0,20250411-122319
203,kein_Terminated,Zeit abgelaufen,0.54,265,2123.25,300.5,23,4,20250411-122331
204,kein_Terminated,Zeit abgelaufen,0.57,245,5308.25,300.5,23,4,20250411-122343
205,kein_Terminated,Zeit abgelaufen,0.54,266,5947.0,300.5,23,0,20250411-122355
206,kein_Terminated,Zeit abgelaufen,0.28,112,3171.5,300.5,23,0,20250411-122408
207,kein_Terminated,Zeit abgelaufen,0.36,382,-15192.5,300.5,23,9,20250411-122420
208,kein_Terminated,Zeit abgelaufen,0.61,290,-2014.25,300.5,23,9,20250411-122432
209,kein_Terminated,Zeit abgelaufen,0.72,187,7312.25,300.5,23,2,20250411-122444
210,kein_Terminated,Zeit abgelaufen,0.57,269,6601.25,300.5,23,7,20250411-122456
211,kein_Terminated,Zeit abgelaufen,0.24,439,-4349.0,300.5,23,7,20250411-122509
212,kein_Terminated,Zeit abgelaufen,0.59,318,4266.5,300.5,23,2,20250411-122521
213,kein_Terminated,Zeit abgelaufen,0.49,212,3619.0,300.5,23,2,20250411-122533
214,kein_Terminated,Zeit abgelaufen,0.64,195,5285.5,300.5,23,9,20250411-122545
215,kein_Terminated,Zeit abgelaufen,0.46,250,595.5,300.5,23,9,20250411-122557
216,kein_Terminated,Zeit abgelaufen,0.35,65,4341.0,300.5,23,0,20250411-122609
217,kein_Terminated,Zeit abgelaufen,0.26,376,1823.25,300.5,23,2,20250411-122621
218,kein_Terminated,Zeit abgelaufen,0.51,219,3343.25,300.5,23,2,20250411-122633
219,kein_Terminated,Zeit abgelaufen,0.54,370,-13368.25,300.5,23,2,20250411-122645
